index,POI_id,longitude,latitude,Unnamed: 0,UserId,VenueId,TimeZone,Latitude,Longitude,Category,City,CountryCode,Time,Date,Local_Time,L1_Category,RegionId,R_Latitude,R_Longitude,#checked_region,active_regionId_1,active_regionId_2,time_sort,Local_Time_True,L1_Category_index,UserId_index,POI_index
10,4b05880af964a5209aad22e3,103.827788,1.306909,258118,165658,4b05880af964a5209aad22e3,480,1.306909,103.827788,Hotel,Singapore,SG,7:25:21,2012420,2012/4/20 7:25,Travel & Transport,5,1.2951628714049588,103.8462040707438,1,5,-1,2012-04-20 07:25:00,2012-04-20 15:25:00,9,-1,10
11,4b05880af964a5209ead22e3,103.825948,1.312886,108715,25961,4b05880af964a5209ead22e3,480,1.312886,103.825948,Hotel,Singapore,SG,14:20:21,2012425,2012/4/25 14:20,Travel & Transport,5,1.2951628714049588,103.8462040707438,5,1,-1,2012-04-25 14:20:00,2012-04-25 22:20:00,9,444,11
12,4b05880af964a520a0ad22e3,103.852526,1.319991,239718,135852,4b05880af964a520a0ad22e3,480,1.319991,103.852526,Hotel,Singapore,SG,9:35:13,2012420,2012/4/20 9:35,Travel & Transport,4,1.3246371744312029,103.85397809425784,9,5,-1,2012-04-20 09:35:00,2012-04-20 17:35:00,9,-1,12
13,4b05880af964a520a6ad22e3,103.845069,1.273687,301913,252033,4b05880af964a520a6ad22e3,480,1.273687,103.845069,Hotel,Singapore,SG,12:07:39,2012424,2012/4/24 12:07,Travel & Transport,5,1.2951628714049588,103.8462040707438,5,5,-1,2012-04-24 12:07:00,2012-04-24 20:07:00,9,-1,13
14,4b05880af964a520a7ad22e3,103.836572,1.288628,88669,17330,4b05880af964a520a7ad22e3,480,1.288628,103.836572,Hotel,Singapore,SG,1:25:53,2012408,2012/4/8 1:25,Travel & Transport,5,1.2951628714049588,103.8462040707438,2,5,-1,2012-04-08 01:25:00,2012-04-08 09:25:00,9,-1,14
15,4b05880af964a520a9ad22e3,103.850172,1.292064,288536,221402,4b05880af964a520a9ad22e3,480,1.292064,103.850172,Hotel,Singapore,SG,17:52:14,2012417,2012/4/17 17:52,Travel & Transport,5,1.2951628714049588,103.8462040707438,9,5,-1,2012-04-17 17:52:00,2012-04-18 01:52:00,9,-1,15
16,4b05880af964a520acad22e3,103.855013,1.2981200000000002,128267,36523,4b05880af964a520acad22e3,480,1.2981200000000002,103.855013,Hotel,Singapore,SG,14:30:32,2012414,2012/4/14 14:30,Travel & Transport,5,1.2951628714049588,103.8462040707438,4,5,-1,2012-04-14 14:30:00,2012-04-14 22:30:00,9,580,16
17,4b05880af964a520adad22e3,103.845071,1.291378,210546,99937,4b05880af964a520adad22e3,480,1.291378,103.845071,Hotel,Singapore,SG,3:43:41,2012424,2012/4/24 3:43,Travel & Transport,5,1.2951628714049588,103.8462040707438,4,5,-1,2012-04-24 03:43:00,2012-04-24 11:43:00,9,1271,17
18,4b05880af964a520aead22e3,103.849345,1.298304,148282,47967,4b05880af964a520aead22e3,480,1.298304,103.849345,Hotel,Singapore,SG,12:27:33,2012409,2012/4/9 12:27,Travel & Transport,5,1.2951628714049588,103.8462040707438,7,5,-1,2012-04-09 12:27:00,2012-04-09 20:27:00,9,727,18
19,4b05880af964a520afad22e3,103.84596,1.288833,29069,1767,4b05880af964a520afad22e3,480,1.288833,103.84596,Hotel,Singapore,SG,12:59:37,2012509,2012/5/9 12:59,Travel & Transport,5,1.2951628714049588,103.8462040707438,1,5,-1,2012-05-09 12:59:00,2012-05-09 20:59:00,9,-1,19
20,4b05880af964a520b0ad22e3,103.855766,1.310644,270842,188726,4b05880af964a520b0ad22e3,480,1.310644,103.855766,Hotel,Singapore,SG,1:09:27,2012610,2012/6/10 1:09,Travel & Transport,4,1.3246371744312029,103.85397809425784,3,5,-1,2012-06-10 01:09:00,2012-06-10 09:09:00,9,-1,20
21,4b05880bf964a52000ae22e3,103.839098,1.3018379999999998,118371,30892,4b05880bf964a52000ae22e3,480,1.3018379999999998,103.839098,Wine Bar,Singapore,SG,9:48:07,2012410,2012/4/10 9:48,Nightlife Spot,5,1.2951628714049588,103.8462040707438,6,5,-1,2012-04-10 09:48:00,2012-04-10 17:48:00,4,511,21
22,4b05880bf964a52004ae22e3,103.839104,1.301884,110855,27201,4b05880bf964a52004ae22e3,480,1.301884,103.839104,Bar,Singapore,SG,16:10:59,2012406,2012/4/6 16:10,Nightlife Spot,5,1.2951628714049588,103.8462040707438,8,5,-1,2012-04-06 16:10:00,2012-04-07 00:10:00,4,457,22
23,4b05880bf964a520b3ad22e3,103.898146,1.3147,82679,14948,4b05880bf964a520b3ad22e3,480,1.3147,103.898146,Hotel,Singapore,SG,12:29:08,2012528,2012/5/28 12:29,Travel & Transport,1,1.315699844171779,103.89751505276074,6,5,-1,2012-05-28 12:29:00,2012-05-28 20:29:00,9,291,23
24,4b05880bf964a520b6ad22e3,103.843567,1.274974,89263,17657,4b05880bf964a520b6ad22e3,480,1.274974,103.843567,Hotel,Singapore,SG,0:14:54,2012428,2012/4/28 0:14,Travel & Transport,5,1.2951628714049588,103.8462040707438,3,5,-1,2012-04-28 00:14:00,2012-04-28 08:14:00,9,-1,24
25,4b05880bf964a520b7ad22e3,103.827931,1.307516,107811,25444,4b05880bf964a520b7ad22e3,480,1.307516,103.827931,Hotel,Singapore,SG,9:12:35,2012405,2012/4/5 9:12,Travel & Transport,5,1.2951628714049588,103.8462040707438,3,5,-1,2012-04-05 09:12:00,2012-04-05 17:12:00,9,437,25
26,4b05880bf964a520b9ad22e3,103.823831,1.303835,110845,27201,4b05880bf964a520b9ad22e3,480,1.303835,103.823831,Hotel,Singapore,SG,19:56:22,2012414,2012/4/14 19:56,Travel & Transport,5,1.2951628714049588,103.8462040707438,8,5,-1,2012-04-14 19:56:00,2012-04-15 03:56:00,9,457,26
27,4b05880bf964a520baad22e3,103.835531,1.307077,185583,77124,4b05880bf964a520baad22e3,480,1.307077,103.835531,Hotel,Singapore,SG,16:00:04,2012407,2012/4/7 16:00,Travel & Transport,5,1.2951628714049588,103.8462040707438,7,5,2,2012-04-07 16:00:00,2012-04-08 00:00:00,9,1035,27
28,4b05880bf964a520bbad22e3,103.860437,1.300151,156496,53463,4b05880bf964a520bbad22e3,480,1.300151,103.860437,Hotel,Singapore,SG,13:13:15,2012413,2012/4/13 13:13,Travel & Transport,5,1.2951628714049588,103.8462040707438,2,5,-1,2012-04-13 13:13:00,2012-04-13 21:13:00,9,-1,28
29,4b05880bf964a520bfad22e3,103.853977,1.294724,91319,18353,4b05880bf964a520bfad22e3,480,1.294724,103.853977,Hotel,Singapore,SG,19:31:30,2012404,2012/4/4 19:31,Travel & Transport,5,1.2951628714049588,103.8462040707438,2,5,-1,2012-04-04 19:31:00,2012-04-05 03:31:00,9,-1,29
30,4b05880bf964a520c0ad22e3,103.832345,1.306766,38817,2924,4b05880bf964a520c0ad22e3,480,1.306766,103.832345,Hotel,Singapore,SG,16:52:39,2012407,2012/4/7 16:52,Travel & Transport,5,1.2951628714049588,103.8462040707438,1,5,-1,2012-04-07 16:52:00,2012-04-08 00:52:00,9,-1,30
31,4b05880bf964a520c1ad22e3,103.836679,1.311657,215252,105140,4b05880bf964a520c1ad22e3,480,1.311657,103.836679,Hotel,Singapore,SG,13:53:36,2012406,2012/4/6 13:53,Travel & Transport,5,1.2951628714049588,103.8462040707438,2,5,-1,2012-04-06 13:53:00,2012-04-06 21:53:00,9,-1,31
32,4b05880bf964a520c2ad22e3,103.832622,1.305344,175249,68364,4b05880bf964a520c2ad22e3,480,1.305344,103.832622,Hotel,Singapore,SG,9:39:55,2012415,2012/4/15 9:39,Travel & Transport,5,1.2951628714049588,103.8462040707438,1,5,-1,2012-04-15 09:39:00,2012-04-15 17:39:00,9,-1,32
33,4b05880bf964a520c5ad22e3,103.858971,1.291986,85177,16143,4b05880bf964a520c5ad22e3,480,1.291986,103.858971,Hotel,Singapore,SG,1:48:30,2012411,2012/4/11 1:48,Travel & Transport,5,1.2951628714049588,103.8462040707438,8,5,3,2012-04-11 01:48:00,2012-04-11 09:48:00,9,303,33
34,4b05880bf964a520c6ad22e3,103.86009,1.290806,251309,154310,4b05880bf964a520c6ad22e3,480,1.290806,103.86009,Hotel,Singapore,SG,4:22:07,2012410,2012/4/10 4:22,Travel & Transport,5,1.2951628714049588,103.8462040707438,6,5,-1,2012-04-10 04:22:00,2012-04-10 12:22:00,9,1662,34
35,4b05880bf964a520c7ad22e3,103.858818,1.293339,180784,72985,4b05880bf964a520c7ad22e3,480,1.293339,103.858818,Hotel,Singapore,SG,10:50:34,2012411,2012/4/11 10:50,Travel & Transport,5,1.2951628714049588,103.8462040707438,1,5,-1,2012-04-11 10:50:00,2012-04-11 18:50:00,9,-1,35
36,4b05880bf964a520c8ad22e3,103.853411,1.293223,256995,164055,4b05880bf964a520c8ad22e3,480,1.293223,103.853411,Hotel,Singapore,SG,14:54:13,2012420,2012/4/20 14:54,Travel & Transport,5,1.2951628714049588,103.8462040707438,8,5,-1,2012-04-20 14:54:00,2012-04-20 22:54:00,9,-1,36
37,4b05880bf964a520c9ad22e3,103.83436,1.30828,100454,22446,4b05880bf964a520c9ad22e3,480,1.30828,103.83436,Hotel,Singapore,SG,0:45:18,2012608,2012/6/8 0:45,Travel & Transport,5,1.2951628714049588,103.8462040707438,6,5,-1,2012-06-08 00:45:00,2012-06-08 08:45:00,9,393,37
38,4b05880bf964a520caad22e3,103.853122,1.301038,29305,1776,4b05880bf964a520caad22e3,480,1.301038,103.853122,Hotel,Singapore,SG,13:23:54,2012715,2012/7/15 13:23,Travel & Transport,5,1.2951628714049588,103.8462040707438,1,5,-1,2012-07-15 13:23:00,2012-07-15 21:23:00,9,45,38
39,4b05880bf964a520cead22e3,103.842235,1.30069,271574,190754,4b05880bf964a520cead22e3,480,1.30069,103.842235,Hotel,Singapore,SG,10:43:17,2012414,2012/4/14 10:43,Travel & Transport,5,1.2951628714049588,103.8462040707438,6,4,-1,2012-04-14 10:43:00,2012-04-14 18:43:00,9,1868,39
40,4b05880bf964a520cfad22e3,103.810029,1.257147,169940,63113,4b05880bf964a520cfad22e3,480,1.257147,103.810029,Resort,Singapore,SG,7:37:24,2012412,2012/4/12 7:37,Travel & Transport,0,1.2730558389937108,103.81850514842768,8,5,-1,2012-04-12 07:37:00,2012-04-12 15:37:00,9,896,40
41,4b05880bf964a520d0ad22e3,103.828568,1.304642,230525,122487,4b05880bf964a520d0ad22e3,480,1.304642,103.828568,Hotel,Singapore,SG,2:55:10,2012408,2012/4/8 2:55,Travel & Transport,5,1.2951628714049588,103.8462040707438,7,5,-1,2012-04-08 02:55:00,2012-04-08 10:55:00,9,1456,41
42,4b05880bf964a520d1ad22e3,103.833297,1.306353,48328,4264,4b05880bf964a520d1ad22e3,480,1.306353,103.833297,Hotel,Singapore,SG,15:10:41,2012407,2012/4/7 15:10,Travel & Transport,5,1.2951628714049588,103.8462040707438,6,5,-1,2012-04-07 15:10:00,2012-04-07 23:10:00,9,112,42
43,4b05880bf964a520d2ad22e3,103.835232,1.290497,261905,172258,4b05880bf964a520d2ad22e3,480,1.290497,103.835232,Hotel,Singapore,SG,9:57:34,2012404,2012/4/4 9:57,Travel & Transport,5,1.2951628714049588,103.8462040707438,4,3,-1,2012-04-04 09:57:00,2012-04-04 17:57:00,9,1764,43
44,4b05880bf964a520daad22e3,103.880324,1.311911,157903,54058,4b05880bf964a520daad22e3,480,1.311911,103.880324,Hotel,Singapore,SG,5:19:12,2012618,2012/6/18 5:19,Travel & Transport,1,1.315699844171779,103.89751505276074,3,0,-1,2012-06-18 05:19:00,2012-06-18 13:19:00,9,-1,44
45,4b05880bf964a520dead22e3,103.847896,1.297813,269487,185934,4b05880bf964a520dead22e3,480,1.297813,103.847896,Hotel,Singapore,SG,10:56:46,2012424,2012/4/24 10:56,Travel & Transport,5,1.2951628714049588,103.8462040707438,7,5,-1,2012-04-24 10:56:00,2012-04-24 18:56:00,9,1843,45
46,4b05880bf964a520dfad22e3,103.845105,1.297408,53387,5181,4b05880bf964a520dfad22e3,480,1.297408,103.845105,Hotel,Singapore,SG,22:21:13,2012512,2012/5/12 22:21,Travel & Transport,5,1.2951628714049588,103.8462040707438,2,5,-1,2012-05-12 22:21:00,2012-05-13 06:21:00,9,-1,46
47,4b05880bf964a520e4ad22e3,103.852505,1.2970780000000002,84018,15783,4b05880bf964a520e4ad22e3,480,1.2970780000000002,103.852505,Hotel,Singapore,SG,5:33:36,2012513,2012/5/13 5:33,Travel & Transport,5,1.2951628714049588,103.8462040707438,8,5,-1,2012-05-13 05:33:00,2012-05-13 13:33:00,9,298,47
48,4b05880bf964a520e5ad22e3,103.813959,1.255161,145752,46391,4b05880bf964a520e5ad22e3,480,1.255161,103.813959,Resort,Singapore,SG,4:41:44,2012607,2012/6/7 4:41,Travel & Transport,0,1.2730558389937108,103.81850514842768,6,5,-1,2012-06-07 04:41:00,2012-06-07 12:41:00,9,708,48
49,4b05880bf964a520e6ad22e3,103.953809,1.376194,228477,121067,4b05880bf964a520e6ad22e3,480,1.376194,103.953809,Resort,Singapore,SG,15:06:24,2012404,2012/4/4 15:06,Travel & Transport,8,1.3660537277580072,103.95805815480426,7,8,0,2012-04-04 15:06:00,2012-04-04 23:06:00,9,-1,49
50,4b05880bf964a520e7ad22e3,103.826525,1.311324,28717,1495,4b05880bf964a520e7ad22e3,480,1.311324,103.826525,Hotel,Singapore,SG,11:27:16,2012428,2012/4/28 11:27,Travel & Transport,5,1.2951628714049588,103.8462040707438,6,5,-1,2012-04-28 11:27:00,2012-04-28 19:27:00,9,39,50
51,4b05880bf964a520e8ad22e3,103.852837,1.2862790000000002,254928,160141,4b05880bf964a520e8ad22e3,480,1.2862790000000002,103.852837,Hotel,Singapore,SG,1:44:40,2012408,2012/4/8 1:44,Travel & Transport,5,1.2951628714049588,103.8462040707438,2,5,-1,2012-04-08 01:44:00,2012-04-08 09:44:00,9,-1,51
52,4b05880bf964a520eaad22e3,103.845422,1.280542,285814,215409,4b05880bf964a520eaad22e3,480,1.280542,103.845422,Hotel,Singapore,SG,4:47:08,2012412,2012/4/12 4:47,Travel & Transport,5,1.2951628714049588,103.8462040707438,5,5,-1,2012-04-12 04:47:00,2012-04-12 12:47:00,9,2009,52
53,4b05880bf964a520ecad22e3,103.834615,1.289045,256827,163707,4b05880bf964a520ecad22e3,480,1.289045,103.834615,Hotel,Singapore,SG,16:59:52,2012418,2012/4/18 16:59,Travel & Transport,5,1.2951628714049588,103.8462040707438,2,5,-1,2012-04-18 16:59:00,2012-04-19 00:59:00,9,-1,53
54,4b05880bf964a520edad22e3,103.852176,1.297813,110843,27201,4b05880bf964a520edad22e3,480,1.297813,103.852176,Hotel,Singapore,SG,14:53:52,2012413,2012/4/13 14:53,Travel & Transport,5,1.2951628714049588,103.8462040707438,8,5,-1,2012-04-13 14:53:00,2012-04-13 22:53:00,9,457,54
55,4b05880bf964a520eead22e3,103.825865,1.305672,298728,244482,4b05880bf964a520eead22e3,480,1.305672,103.825865,Hotel,Singapore,SG,9:19:52,2012404,2012/4/4 9:19,Travel & Transport,5,1.2951628714049588,103.8462040707438,3,5,-1,2012-04-04 09:19:00,2012-04-04 17:19:00,9,-1,55
56,4b05880bf964a520efad22e3,103.814633,1.254469,210544,99937,4b05880bf964a520efad22e3,480,1.254469,103.814633,Resort,Singapore,SG,10:23:17,2012424,2012/4/24 10:23,Travel & Transport,0,1.2730558389937108,103.81850514842768,4,5,-1,2012-04-24 10:23:00,2012-04-24 18:23:00,9,1271,56
57,4b05880bf964a520f1ad22e3,103.849832,1.300502,174834,67789,4b05880bf964a520f1ad22e3,480,1.300502,103.849832,Gaming Cafe,Singapore,SG,12:01:11,2012504,2012/5/4 12:01,Shop & Service,5,1.2951628714049588,103.8462040707438,6,5,-1,2012-05-04 12:01:00,2012-05-04 20:01:00,8,942,57
58,4b05880bf964a520f3ad22e3,103.852086,1.295087,63068,8173,4b05880bf964a520f3ad22e3,480,1.295087,103.852086,American Restaurant,Singapore,SG,12:24:49,2012504,2012/5/4 12:24,Food,5,1.2951628714049588,103.8462040707438,4,5,-1,2012-05-04 12:24:00,2012-05-04 20:24:00,3,185,58
59,4b05880bf964a520f4ad22e3,103.844045,1.289637,258238,165989,4b05880bf964a520f4ad22e3,480,1.289637,103.844045,Gastropub,Singapore,SG,15:31:23,2012407,2012/4/7 15:31,Food,5,1.2951628714049588,103.8462040707438,8,5,-1,2012-04-07 15:31:00,2012-04-07 23:31:00,3,-1,59
60,4b05880bf964a520faad22e3,103.849442,1.285995,102539,23237,4b05880bf964a520faad22e3,480,1.285995,103.849442,Bar,Singapore,SG,13:51:47,2012505,2012/5/5 13:51,Nightlife Spot,5,1.2951628714049588,103.8462040707438,8,5,-1,2012-05-05 13:51:00,2012-05-05 21:51:00,4,404,60
61,4b05880bf964a520fbad22e3,103.828082,1.306184,186329,77805,4b05880bf964a520fbad22e3,480,1.306184,103.828082,Rock Club,Singapore,SG,13:22:24,2012404,2012/4/4 13:22,Arts & Entertainment,5,1.2951628714049588,103.8462040707438,7,5,-1,2012-04-04 13:22:00,2012-04-04 21:22:00,0,1038,61
62,4b05880bf964a520fdad22e3,103.836229,1.3031620000000002,195860,85692,4b05880bf964a520fdad22e3,480,1.3031620000000002,103.836229,Coffee Shop,Singapore,SG,6:40:33,2012404,2012/4/4 6:40,Drink,5,1.2951628714049588,103.8462040707438,7,7,-1,2012-04-04 06:40:00,2012-04-04 14:40:00,2,1121,62
63,4b05880cf964a5200bae22e3,103.858223,1.29323,286784,218154,4b05880cf964a5200bae22e3,480,1.29323,103.858223,Brewery,Singapore,SG,10:34:28,2012421,2012/4/21 10:34,Nightlife Spot,5,1.2951628714049588,103.8462040707438,3,5,-1,2012-04-21 10:34:00,2012-04-21 18:34:00,4,2017,63
64,4b05880cf964a5200dae22e3,103.850069,1.285829,161819,56776,4b05880cf964a5200dae22e3,480,1.285829,103.850069,Bar,Singapore,SG,15:37:03,2012407,2012/4/7 15:37,Nightlife Spot,5,1.2951628714049588,103.8462040707438,7,5,-1,2012-04-07 15:37:00,2012-04-07 23:37:00,4,831,64
65,4b05880cf964a5200eae22e3,103.834866,1.291117,209287,98846,4b05880cf964a5200eae22e3,480,1.291117,103.834866,Nightclub,Singapore,SG,14:41:35,2012404,2012/4/4 14:41,Nightlife Spot,5,1.2951628714049588,103.8462040707438,7,5,-1,2012-04-04 14:41:00,2012-04-04 22:41:00,4,-1,65
66,4b05880cf964a5201cae22e3,103.830832,1.304637,262020,172431,4b05880cf964a5201cae22e3,480,1.304637,103.830832,Coffee Shop,Singapore,SG,8:44:54,2012405,2012/4/5 8:44,Drink,5,1.2951628714049588,103.8462040707438,6,5,-1,2012-04-05 08:44:00,2012-04-05 16:44:00,2,-1,66
67,4b05880cf964a5201fae22e3,103.855814,1.299829,282629,209888,4b05880cf964a5201fae22e3,480,1.299829,103.855814,Diner,Singapore,SG,11:23:50,2012421,2012/4/21 11:23,Food,5,1.2951628714049588,103.8462040707438,4,2,-1,2012-04-21 11:23:00,2012-04-21 19:23:00,3,1975,67
68,4b05880cf964a52021ae22e3,103.846378,1.289926,129106,37056,4b05880cf964a52021ae22e3,480,1.289926,103.846378,Pub,Singapore,SG,15:57:57,2012425,2012/4/25 15:57,Nightlife Spot,5,1.2951628714049588,103.8462040707438,4,5,-1,2012-04-25 15:57:00,2012-04-25 23:57:00,4,-1,68
69,4b05880cf964a5202eae22e3,103.853439,1.293452,45606,4029,4b05880cf964a5202eae22e3,480,1.293452,103.853439,Cocktail Bar,Singapore,SG,4:16:33,2012514,2012/5/14 4:16,Nightlife Spot,5,1.2951628714049588,103.8462040707438,4,5,-1,2012-05-14 04:16:00,2012-05-14 12:16:00,4,104,69
70,4b05880cf964a52030ae22e3,103.84489,1.28995,253786,157944,4b05880cf964a52030ae22e3,480,1.28995,103.84489,Nightclub,Singapore,SG,16:04:52,2012411,2012/4/11 16:04,Nightlife Spot,5,1.2951628714049588,103.8462040707438,5,5,-1,2012-04-11 16:04:00,2012-04-12 00:04:00,4,1690,70
71,4b05880cf964a52033ae22e3,103.846174,1.290227,233776,126532,4b05880cf964a52033ae22e3,480,1.290227,103.846174,Bar,Singapore,SG,9:09:37,2012404,2012/4/4 9:09,Nightlife Spot,5,1.2951628714049588,103.8462040707438,2,5,-1,2012-04-04 09:09:00,2012-04-04 17:09:00,4,-1,71
72,4b05880cf964a52039ae22e3,103.835277,1.291066,292333,230927,4b05880cf964a52039ae22e3,480,1.291066,103.835277,Nightclub,Singapore,SG,19:02:53,2012404,2012/4/4 19:02,Nightlife Spot,5,1.2951628714049588,103.8462040707438,4,5,-1,2012-04-04 19:02:00,2012-04-05 03:02:00,4,-1,72
73,4b05880cf964a52046ae22e3,103.845327,1.290484,37880,2820,4b05880cf964a52046ae22e3,480,1.290484,103.845327,Rock Club,Singapore,SG,14:47:35,2012407,2012/4/7 14:47,Arts & Entertainment,5,1.2951628714049588,103.8462040707438,7,6,-1,2012-04-07 14:47:00,2012-04-07 22:47:00,0,73,73
74,4b05880df964a52057ae22e3,103.845466,1.29042,110859,27201,4b05880df964a52057ae22e3,480,1.29042,103.845466,Bar,Singapore,SG,19:31:40,2012407,2012/4/7 19:31,Nightlife Spot,5,1.2951628714049588,103.8462040707438,8,5,-1,2012-04-07 19:31:00,2012-04-08 03:31:00,4,457,74
75,4b05880df964a52058ae22e3,103.852352,1.295017,31678,2219,4b05880df964a52058ae22e3,480,1.295017,103.852352,Cocktail Bar,Singapore,SG,11:49:22,2012404,2012/4/4 11:49,Nightlife Spot,5,1.2951628714049588,103.8462040707438,1,5,-1,2012-04-04 11:49:00,2012-04-04 19:49:00,4,-1,75
76,4b05880df964a52064ae22e3,103.848955,1.28942,262109,172443,4b05880df964a52064ae22e3,480,1.28942,103.848955,Nightclub,Singapore,SG,17:25:14,2012511,2012/5/11 17:25,Nightlife Spot,5,1.2951628714049588,103.8462040707438,6,5,-1,2012-05-11 17:25:00,2012-05-12 01:25:00,4,-1,76
77,4b05880df964a5206aae22e3,103.844227,1.279636,190948,80836,4b05880df964a5206aae22e3,480,1.279636,103.844227,Nightclub,Singapore,SG,17:48:38,2012412,2012/4/12 17:48,Nightlife Spot,5,1.2951628714049588,103.8462040707438,7,2,-1,2012-04-12 17:48:00,2012-04-13 01:48:00,4,1076,77
78,4b05880df964a5206bae22e3,103.845726,1.290869,112773,28039,4b05880df964a5206bae22e3,480,1.290869,103.845726,Nightclub,Singapore,SG,17:01:36,2012418,2012/4/18 17:01,Nightlife Spot,5,1.2951628714049588,103.8462040707438,7,5,1,2012-04-18 17:01:00,2012-04-19 01:01:00,4,470,78
79,4b05880df964a5206fae22e3,103.846639,1.288838,118407,30892,4b05880df964a5206fae22e3,480,1.288838,103.846639,Nightclub,Singapore,SG,14:16:02,2012404,2012/4/4 14:16,Nightlife Spot,5,1.2951628714049588,103.8462040707438,6,5,-1,2012-04-04 14:16:00,2012-04-04 22:16:00,4,511,79
80,4b05880df964a5207cae22e3,103.811418,1.306442,66861,9533,4b05880df964a5207cae22e3,480,1.306442,103.811418,Bar,Singapore,SG,14:04:25,2012419,2012/4/19 14:04,Nightlife Spot,3,1.3067094149484535,103.78319713530928,4,5,-1,2012-04-19 14:04:00,2012-04-19 22:04:00,4,-1,80
81,4b05880df964a5207dae22e3,103.8441,1.282967,185414,77081,4b05880df964a5207dae22e3,480,1.282967,103.8441,Bar,Singapore,SG,12:53:03,2012413,2012/4/13 12:53,Nightlife Spot,5,1.2951628714049588,103.8462040707438,4,5,-1,2012-04-13 12:53:00,2012-04-13 20:53:00,4,1034,81
82,4b05880df964a52081ae22e3,103.849181,1.285803,89025,17593,4b05880df964a52081ae22e3,480,1.285803,103.849181,Bar,Singapore,SG,17:15:45,2012413,2012/4/13 17:15,Nightlife Spot,5,1.2951628714049588,103.8462040707438,3,5,-1,2012-04-13 17:15:00,2012-04-14 01:15:00,4,323,82
